arrival_rate,service_rate,num_doctors,avg_wait_time
7.595698376095844,2.45092379346119,2,50.35216541142703
5.78238426454105,13.74296718869432,4,2.7626725509252484e-05
1.1006201244074831,3.1133056461941857,2,0.014692675264151269
3.924559726062338,7.808694442870898,2,0.008960773143069594
5.950133006536081,9.008017369453391,5,1.1270570977629585e-05
8.479982656103076,4.526675459655995,1,74.10457983460338
5.537633487194075,6.198063839573822,2,0.05170762973697511
7.8493375304330035,11.124916243213526,1,0.17680662540770134
6.77305331336168,5.652997247708063,5,0.00026014233190402015
3.3228180587611726,9.92982392360673,4,0.0
4.732007998959727,4.443326032922205,2,0.07737059062213543
7.179330624581137,5.771334157637348,4,0.0022279660848010413
3.4638738224365726,6.497880915630805,1,0.1753080654291775
7.51812410990413,5.120230558706442,2,0.2569380713386933
4.357752544795405,13.841955410137457,5,0.0
7.49362679751199,11.437087027556093,5,4.3007948399374776e-07
7.0259239524232315,11.047844212558676,5,2.1791999612788088e-05
6.0540301931923155,12.825838211194,3,0.0005981501205809457
7.879703267408641,2.7698924796261983,1,98.75868573575066
6.562661042074129,9.614314508781643,5,1.2205948077130026e-06
2.3518003048022615,12.515074466452152,3,8.059207716587742e-05
9.548416059558203,12.504900179405913,5,6.895405104607195e-06
6.241944555545201,3.9563351452037665,2,0.5301291229590291
9.860938162123643,8.931346781826779,2,0.044939747515908415
3.979793625094762,9.564775347724257,4,0.00012189943247113568
3.5396482875680926,14.069613623832153,4,0.0
7.256074050183716,10.01040232486046,3,0.001685022067922568
8.924351035028188,6.566061350885084,4,0.0035857735938134706
8.003961516631808,10.946100078506955,2,0.014043946819419107
8.17391054642692,7.891785623395331,2,0.0493156850786775
2.382025656145541,8.67643773103967,5,0.0
2.441977410302428,12.541287356753504,5,0.0
2.549873234024549,12.30245499701595,1,0.022819026321964527
9.160937558540425,7.412797207444111,3,0.013042002618908165
8.031974028858876,9.636151064879364,1,0.5537042509697139
1.0683727690926095,9.570350945203092,5,0.0
6.88889409753895,4.644911665361439,4,0.006394698104866049
5.560289411308275,3.4259228923467258,5,0.003059897882688947
9.737118701487521,10.983354239815268,3,0.003109176867854143
5.68316453768321,13.15281970557379,3,0.0003052150396434281
6.01052432913983,11.878046537956243,3,0.00035274606924936696
8.007620785576357,10.390740462944827,3,0.0017365425770971595
2.5377847139640455,11.391948701118999,1,0.029904816266306655
8.095064854849525,12.207529707863353,4,6.703324905426761e-05
1.982777221100302,2.6730770475648162,2,0.09356902488925647
8.134639872539585,13.59981274806368,3,0.0006147408147067011
7.304608995816096,9.15631335942797,5,3.845037270941922e-05
6.007152920183028,13.627608242690389,2,0.0026631697090846755
7.666144485929307,13.02127079210495,1,0.12282123458999815
7.893231079783637,9.476838379334811,3,0.0027447082263484437
3.3365611991903803,11.465014150292195,1,0.03431395858962451
9.190244184777686,6.213757585322151,4,0.00436221122774738
6.4405629059543665,11.640361420195385,1,0.09775800433884517
9.154177998839488,2.9349210853246497,2,52.85428878311347
3.497195291592118,9.370037354097146,3,0.00018099673212906928
2.0956647655975242,7.522635227252602,4,0.0
8.884829515631207,5.629461755329763,1,53.6377968977689
8.391883811710155,6.009558203040871,3,0.02129007391914839
7.348647970462986,9.510274524899492,1,0.3324861421891213
7.3256605969332345,2.719362816244539,1,94.19580350351747
1.8268585994748503,12.85466603077079,5,0.0
1.0217536486240215,13.80941196625379,4,0.0
8.697204235985478,13.503614900277638,4,0.00016426161009968395
6.9934911700724065,7.486355359569078,3,0.0049273750023832346
4.542434530651345,14.035926089709703,5,0.0
3.908884202592116,10.12926130129117,5,0.0
1.4487179594933774,7.767431564553017,2,0.0006899375696083046
9.24600827974257,6.675774076977517,3,0.017847472900910693
9.70944123466599,5.675451000861363,4,0.007168124262472215
1.0175933622110889,4.521626377034058,3,0.0
8.410112604601334,11.930933038872592,5,0.0
5.370032507927769,14.062082435225845,1,0.04901989375928104
2.37375783704713,9.093139193100463,1,0.03522947661856678
9.118315552011621,7.623651422627903,2,0.0614778211841036
1.25467508715129,5.036892085831949,3,0.0009485149586073788
7.587934355282137,10.220359957035313,5,4.630473399740203e-05
9.358672858605933,14.945210419508689,5,1.896107541549923e-05
8.637044860745998,13.801443743283352,2,0.007485003768640422
4.422743383676292,10.500928223535734,3,0.0003753764888260654
9.594065805454802,9.918516136970242,5,0.00011366118236492657
3.402764401708949,12.347716397602984,5,0.0
5.546239702787387,13.766258606781145,5,0.0
6.057299492431335,6.53813507216796,5,9.668969420090043e-05
6.858803540437402,9.709365495727749,5,3.766017647248254e-05
4.042370300808082,9.169808367905823,5,0.0
3.4001521767480254,2.9952742911951638,2,0.14274244476155057
7.973182919312733,5.123218107705406,4,0.004853447509555216
1.2538429135096378,4.858317826185585,5,0.0
8.933428255247087,12.523194328924323,2,0.011085282120422589
2.1021349782711733,13.530376529879383,5,0.0
2.6378684961508023,9.56014258886364,1,0.034387913156817385
2.1982271143744736,6.691308330128543,5,0.0
8.502649001994726,13.931108602150982,4,7.959739692219302e-05
1.1388655876981737,8.60980775159751,1,0.024188776130189393
9.769359403596031,7.241190482257048,3,0.013834596218702642
9.079447801719452,8.825845668481035,5,3.052127147187638e-05
6.922541510793234,7.7494634393859165,4,0.0015140183610623877
2.4418337554035157,4.533213289156524,2,0.01773465547897824
9.44419250578398,6.293882424395027,5,0.0012863938332204111
5.484257490402442,14.210062685740812,3,0.0003960318679684088
5.462546045394737,8.178360568478727,5,0.0
8.05057490773962,9.675791984835342,5,5.230897816958557e-07
4.292434810299282,4.546712706110948,3,0.008083316290814338
2.775375497135143,6.609037397912948,1,0.11384285341312833
1.3201369633484337,7.020133612425072,3,0.0
